id,variable,primary_code,secondary_code
12593235,abilities_open,unassigned,unassigned
12593406,abilities_open,unassigned,unassigned
12593442,abilities_open,unassigned,unassigned
12593470,abilities_open,unassigned,unassigned
12593476,abilities_open,unassigned,unassigned
12593489,abilities_open,unassigned,unassigned
12593517,abilities_open,unassigned,unassigned
12593668,abilities_open,unassigned,unassigned
12593676,abilities_open,unassigned,unassigned
12593731,abilities_open,unassigned,unassigned
12593772,abilities_open,unassigned,unassigned
12594028,abilities_open,unassigned,unassigned
12594185,abilities_open,unassigned,unassigned
12594230,abilities_open,unassigned,unassigned
12594308,abilities_open,unassigned,unassigned
12594525,abilities_open,unassigned,unassigned
12594772,abilities_open,unassigned,unassigned
12594814,abilities_open,unassigned,unassigned
12595581,abilities_open,unassigned,unassigned
12595774,abilities_open,unassigned,unassigned
12596157,abilities_open,unassigned,unassigned
12596348,abilities_open,unassigned,unassigned
12596380,abilities_open,unassigned,unassigned
12596742,abilities_open,unassigned,unassigned
12597030,abilities_open,unassigned,unassigned
12597563,abilities_open,unassigned,unassigned
12597777,abilities_open,unassigned,unassigned
12597793,abilities_open,unassigned,unassigned
12597815,abilities_open,unassigned,unassigned
12597880,abilities_open,unassigned,unassigned
12597953,abilities_open,unassigned,unassigned
12598064,abilities_open,unassigned,unassigned
12598072,abilities_open,unassigned,unassigned
12598182,abilities_open,unassigned,unassigned
12598277,abilities_open,unassigned,unassigned
12598363,abilities_open,unassigned,unassigned
12598455,abilities_open,unassigned,unassigned
12598471,abilities_open,unassigned,unassigned
12598537,abilities_open,unassigned,unassigned
12598750,abilities_open,unassigned,unassigned
12599073,abilities_open,unassigned,unassigned
12599076,abilities_open,unassigned,unassigned
12599084,abilities_open,unassigned,unassigned
12599180,abilities_open,unassigned,unassigned
12599289,abilities_open,unassigned,unassigned
12599311,abilities_open,unassigned,unassigned
12599371,abilities_open,unassigned,unassigned
12599530,abilities_open,unassigned,unassigned
12599559,abilities_open,unassigned,unassigned
12599673,abilities_open,unassigned,unassigned
12599734,abilities_open,unassigned,unassigned
12599787,abilities_open,unassigned,unassigned
12599793,abilities_open,unassigned,unassigned
12599963,abilities_open,unassigned,unassigned
12600005,abilities_open,unassigned,unassigned
12600107,abilities_open,unassigned,unassigned
12600135,abilities_open,unassigned,unassigned
12600178,abilities_open,unassigned,unassigned
12600191,abilities_open,unassigned,unassigned
12600249,abilities_open,unassigned,unassigned
12600291,abilities_open,unassigned,unassigned
12600618,abilities_open,unassigned,unassigned
12600717,abilities_open,unassigned,unassigned
12600722,abilities_open,unassigned,unassigned
12600725,abilities_open,unassigned,unassigned
12600739,abilities_open,unassigned,unassigned
12600741,abilities_open,unassigned,unassigned
12600784,abilities_open,unassigned,unassigned
12600789,abilities_open,unassigned,unassigned
12600797,abilities_open,unassigned,unassigned
12600819,abilities_open,unassigned,unassigned
12600821,abilities_open,unassigned,unassigned
12600843,abilities_open,unassigned,unassigned
12600861,abilities_open,unassigned,unassigned
12600912,abilities_open,unassigned,unassigned
12600935,abilities_open,unassigned,unassigned
12600958,abilities_open,unassigned,unassigned
12600983,abilities_open,unassigned,unassigned
12600991,abilities_open,unassigned,unassigned
12600993,abilities_open,unassigned,unassigned
12601025,abilities_open,unassigned,unassigned
12601086,abilities_open,unassigned,unassigned
12601189,abilities_open,unassigned,unassigned
12601225,abilities_open,unassigned,unassigned
12601317,abilities_open,unassigned,unassigned
12601420,abilities_open,unassigned,unassigned
12601581,abilities_open,unassigned,unassigned
12601763,abilities_open,unassigned,unassigned
12601772,abilities_open,unassigned,unassigned
12601812,abilities_open,unassigned,unassigned
12601911,abilities_open,unassigned,unassigned
12602067,abilities_open,unassigned,unassigned
12602109,abilities_open,unassigned,unassigned
12602156,abilities_open,unassigned,unassigned
12602224,abilities_open,unassigned,unassigned
12602254,abilities_open,unassigned,unassigned
12602293,abilities_open,unassigned,unassigned
12602297,abilities_open,unassigned,unassigned
12602482,abilities_open,unassigned,unassigned
12602541,abilities_open,unassigned,unassigned
12602806,abilities_open,unassigned,unassigned
12602851,abilities_open,unassigned,unassigned
12602956,abilities_open,unassigned,unassigned
12603258,abilities_open,unassigned,unassigned
12603759,abilities_open,unassigned,unassigned
12603813,abilities_open,unassigned,unassigned
12604183,abilities_open,unassigned,unassigned
12606600,abilities_open,unassigned,unassigned
12608446,abilities_open,unassigned,unassigned
12612133,abilities_open,unassigned,unassigned
12612819,abilities_open,unassigned,unassigned
12613740,abilities_open,unassigned,unassigned
12613786,abilities_open,unassigned,unassigned
12614272,abilities_open,unassigned,unassigned
12614327,abilities_open,unassigned,unassigned
12614359,abilities_open,unassigned,unassigned
12614455,abilities_open,unassigned,unassigned
12614521,abilities_open,unassigned,unassigned
12614843,abilities_open,unassigned,unassigned
12615438,abilities_open,unassigned,unassigned
12617384,abilities_open,unassigned,unassigned
12617475,abilities_open,unassigned,unassigned
12618144,abilities_open,unassigned,unassigned
12618248,abilities_open,unassigned,unassigned
12618270,abilities_open,unassigned,unassigned
12618371,abilities_open,unassigned,unassigned
12618435,abilities_open,unassigned,unassigned
12618505,abilities_open,unassigned,unassigned
12618556,abilities_open,unassigned,unassigned
12618956,abilities_open,unassigned,unassigned
12619096,abilities_open,unassigned,unassigned
12619269,abilities_open,unassigned,unassigned
12619658,abilities_open,unassigned,unassigned
12619680,abilities_open,unassigned,unassigned
12619926,abilities_open,unassigned,unassigned
12621444,abilities_open,unassigned,unassigned
12621446,abilities_open,unassigned,unassigned
12621463,abilities_open,unassigned,unassigned
12621497,abilities_open,unassigned,unassigned
12621682,abilities_open,unassigned,unassigned
12621715,abilities_open,unassigned,unassigned
12621723,abilities_open,unassigned,unassigned
12623321,abilities_open,unassigned,unassigned
12623578,abilities_open,unassigned,unassigned
12623849,abilities_open,unassigned,unassigned
12626696,abilities_open,unassigned,unassigned
12629415,abilities_open,unassigned,unassigned
12629532,abilities_open,unassigned,unassigned
12630764,abilities_open,unassigned,unassigned
12631315,abilities_open,unassigned,unassigned
12632306,abilities_open,unassigned,unassigned
12632760,abilities_open,unassigned,unassigned
12632805,abilities_open,unassigned,unassigned
12633166,abilities_open,unassigned,unassigned
12633678,abilities_open,unassigned,unassigned
12604236,affected_open,unassigned,unassigned
12579523,affected_open,unassigned,unassigned
12554200,affected_open,unassigned,unassigned
12524265,affected_open,unassigned,unassigned
12554012,affected_open,unassigned,unassigned
12523720,affected_open,friend for hire,unassigned
12524152,affected_open,unassigned,unassigned
12524246,affected_open,unassigned,unassigned
12524664,affected_open,unassigned,unassigned
12525199,affected_open,unassigned,unassigned
12525270,affected_open,unassigned,unassigned
12525401,affected_open,unassigned,unassigned
12525409,affected_open,unassigned,unassigned
12525419,affected_open,unassigned,unassigned
12525574,affected_open,unassigned,unassigned
12527084,affected_open,unassigned,unassigned
12527407,affected_open,unassigned,unassigned
12536968,affected_open,unassigned,unassigned
12536979,affected_open,unassigned,unassigned
12537007,affected_open,unassigned,unassigned
12537209,affected_open,unassigned,unassigned
12537218,affected_open,unassigned,unassigned
12537333,affected_open,unassigned,unassigned
12537448,affected_open,unassigned,unassigned
12537573,affected_open,unassigned,unassigned
12539270,affected_open,unassigned,unassigned
12539966,affected_open,unassigned,unassigned
12540143,affected_open,unassigned,unassigned
12540240,affected_open,unassigned,unassigned
12540879,affected_open,unassigned,unassigned
12541843,affected_open,unassigned,unassigned
12542546,affected_open,unassigned,unassigned
12542611,affected_open,unassigned,unassigned
12542687,affected_open,unassigned,unassigned
12542934,affected_open,unassigned,unassigned
12542962,affected_open,unassigned,unassigned
12543093,affected_open,unassigned,unassigned
12544442,affected_open,unassigned,unassigned
12545534,affected_open,unassigned,unassigned
12548472,affected_open,unassigned,unassigned
12550053,affected_open,unassigned,unassigned
12553244,affected_open,unassigned,unassigned
12553814,affected_open,unassigned,unassigned
12553836,affected_open,unassigned,unassigned
12553922,affected_open,unassigned,unassigned
12553923,affected_open,unassigned,unassigned
12553954,affected_open,unassigned,unassigned
12553956,affected_open,unassigned,unassigned
12553972,affected_open,unassigned,unassigned
12553976,affected_open,unassigned,unassigned
12554015,affected_open,unassigned,unassigned
12554035,affected_open,unassigned,unassigned
12554044,affected_open,unassigned,unassigned
12554048,affected_open,unassigned,unassigned
12554066,affected_open,unassigned,unassigned
12554071,affected_open,unassigned,unassigned
12554089,affected_open,unassigned,unassigned
12554114,affected_open,unassigned,unassigned
12554124,affected_open,unassigned,unassigned
12554128,affected_open,unassigned,unassigned
12554162,affected_open,unassigned,unassigned
12554192,affected_open,unassigned,unassigned
12554221,affected_open,unassigned,unassigned
12554243,affected_open,unassigned,unassigned
12554263,affected_open,unassigned,unassigned
12554280,affected_open,unassigned,unassigned
12554289,affected_open,unassigned,unassigned
12554302,affected_open,unassigned,unassigned
12554306,affected_open,unassigned,unassigned
12554345,affected_open,unassigned,unassigned
12554376,affected_open,unassigned,unassigned
12554403,affected_open,unassigned,unassigned
12554407,affected_open,unassigned,unassigned
12554408,affected_open,unassigned,unassigned
12554647,affected_open,unassigned,unassigned
12554661,affected_open,unassigned,unassigned
12554662,affected_open,unassigned,unassigned
12554676,affected_open,unassigned,unassigned
12554693,affected_open,unassigned,unassigned
12554729,affected_open,unassigned,unassigned
12554769,affected_open,unassigned,unassigned
12554776,affected_open,unassigned,unassigned
12554831,affected_open,unassigned,unassigned
12554916,affected_open,unassigned,unassigned
12554956,affected_open,unassigned,unassigned
12555082,affected_open,unassigned,unassigned
12555101,affected_open,unassigned,unassigned
12555122,affected_open,unassigned,unassigned
12555130,affected_open,unassigned,unassigned
12555195,affected_open,unassigned,unassigned
12555255,affected_open,unassigned,unassigned
12555283,affected_open,unassigned,unassigned
12555294,affected_open,unassigned,unassigned
12555296,affected_open,unassigned,unassigned
12555299,affected_open,unassigned,unassigned
12555340,affected_open,unassigned,unassigned
12555469,affected_open,unassigned,unassigned
12555512,affected_open,unassigned,unassigned
12555535,affected_open,unassigned,unassigned
12555562,affected_open,unassigned,unassigned
12555590,affected_open,unassigned,unassigned
12555623,affected_open,unassigned,unassigned
12555655,affected_open,unassigned,unassigned
12555709,affected_open,unassigned,unassigned
12555755,affected_open,unassigned,unassigned
12555793,affected_open,unassigned,unassigned
12555807,affected_open,unassigned,unassigned
12555842,affected_open,unassigned,unassigned
12555851,affected_open,unassigned,unassigned
12555873,affected_open,unassigned,unassigned
12555932,affected_open,unassigned,unassigned
12555952,affected_open,unassigned,unassigned
12555967,affected_open,unassigned,unassigned
12556098,affected_open,unassigned,unassigned
12556133,affected_open,unassigned,unassigned
12556142,affected_open,unassigned,unassigned
12556290,affected_open,unassigned,unassigned
12556302,affected_open,unassigned,unassigned
12556528,affected_open,unassigned,unassigned
12556544,affected_open,unassigned,unassigned
12556795,affected_open,unassigned,unassigned
12556884,affected_open,unassigned,unassigned
12556945,affected_open,unassigned,unassigned
12557096,affected_open,unassigned,unassigned
12557128,affected_open,unassigned,unassigned
12557219,affected_open,unassigned,unassigned
12557261,affected_open,unassigned,unassigned
12557370,affected_open,unassigned,unassigned
12557395,affected_open,unassigned,unassigned
12557606,affected_open,unassigned,unassigned
12557830,affected_open,unassigned,unassigned
12557857,affected_open,unassigned,unassigned
12557905,affected_open,unassigned,unassigned
12557907,affected_open,unassigned,unassigned
12557978,affected_open,unassigned,unassigned
12558312,affected_open,unassigned,unassigned
12558320,affected_open,unassigned,unassigned
12558349,affected_open,unassigned,unassigned
12558507,affected_open,unassigned,unassigned
12558611,affected_open,unassigned,unassigned
12558646,affected_open,unassigned,unassigned
12558691,affected_open,unassigned,unassigned
12558710,affected_open,unassigned,unassigned
12558726,affected_open,unassigned,unassigned
12559096,affected_open,unassigned,unassigned
12559821,affected_open,unassigned,unassigned
12559981,affected_open,unassigned,unassigned
12560079,affected_open,unassigned,unassigned
12560099,affected_open,unassigned,unassigned
12560111,affected_open,unassigned,unassigned
12560112,affected_open,unassigned,unassigned
12560120,affected_open,unassigned,unassigned
12560121,affected_open,unassigned,unassigned
12560130,affected_open,unassigned,unassigned
12560157,affected_open,unassigned,unassigned
12560206,affected_open,unassigned,unassigned
12560325,affected_open,unassigned,unassigned
12560333,affected_open,unassigned,unassigned
12560401,affected_open,unassigned,unassigned
12560549,affected_open,unassigned,unassigned
12560598,affected_open,unassigned,unassigned
12560721,affected_open,unassigned,unassigned
12560880,affected_open,unassigned,unassigned
12561120,affected_open,unassigned,unassigned
12561154,affected_open,unassigned,unassigned
12561192,affected_open,unassigned,unassigned
12561354,affected_open,unassigned,unassigned
12561404,affected_open,unassigned,unassigned
12561668,affected_open,unassigned,unassigned
12562212,affected_open,unassigned,unassigned
12562431,affected_open,unassigned,unassigned
12562445,affected_open,unassigned,unassigned
12562939,affected_open,unassigned,unassigned
12563190,affected_open,unassigned,unassigned
12563347,affected_open,unassigned,unassigned
12564507,affected_open,unassigned,unassigned
12564863,affected_open,unassigned,unassigned
12564962,affected_open,unassigned,unassigned
12565282,affected_open,unassigned,unassigned
12565418,affected_open,unassigned,unassigned
12565633,affected_open,unassigned,unassigned
12565853,affected_open,unassigned,unassigned
12565990,affected_open,unassigned,unassigned
12567237,affected_open,unassigned,unassigned
12568362,affected_open,unassigned,unassigned
12568370,affected_open,unassigned,unassigned
12568520,affected_open,unassigned,unassigned
12568563,affected_open,unassigned,unassigned
12568619,affected_open,unassigned,unassigned
12568656,affected_open,unassigned,unassigned
12568852,affected_open,unassigned,unassigned
12569149,affected_open,unassigned,unassigned
12569212,affected_open,unassigned,unassigned
12569350,affected_open,unassigned,unassigned
12569735,affected_open,unassigned,unassigned
12570047,affected_open,unassigned,unassigned
12570424,affected_open,unassigned,unassigned
12571551,affected_open,unassigned,unassigned
12572342,affected_open,unassigned,unassigned
12572674,affected_open,unassigned,unassigned
12572863,affected_open,unassigned,unassigned
12572878,affected_open,unassigned,unassigned
12573708,affected_open,unassigned,unassigned
12575147,affected_open,unassigned,unassigned
12575843,affected_open,unassigned,unassigned
12576656,affected_open,unassigned,unassigned
12577012,affected_open,unassigned,unassigned
12577374,affected_open,unassigned,unassigned
12577636,affected_open,unassigned,unassigned
12578755,affected_open,unassigned,unassigned
12578782,affected_open,unassigned,unassigned
12578796,affected_open,unassigned,unassigned
12578828,affected_open,unassigned,unassigned
12578886,affected_open,unassigned,unassigned
12578892,affected_open,unassigned,unassigned
12578893,affected_open,unassigned,unassigned
12579083,affected_open,unassigned,unassigned
12579086,affected_open,unassigned,unassigned
12579123,affected_open,unassigned,unassigned
12579180,affected_open,unassigned,unassigned
12579187,affected_open,unassigned,unassigned
12579226,affected_open,unassigned,unassigned
12579312,affected_open,unassigned,unassigned
12579341,affected_open,unassigned,unassigned
12579383,affected_open,unassigned,unassigned
12579439,affected_open,unassigned,unassigned
12579497,affected_open,unassigned,unassigned
12579546,affected_open,unassigned,unassigned
12579567,affected_open,unassigned,unassigned
12579737,affected_open,unassigned,unassigned
12579777,affected_open,unassigned,unassigned
12579820,affected_open,unassigned,unassigned
12579999,affected_open,unassigned,unassigned
12580017,affected_open,unassigned,unassigned
12580103,affected_open,unassigned,unassigned
12580242,affected_open,unassigned,unassigned
12580430,affected_open,unassigned,unassigned
12580774,affected_open,unassigned,unassigned
12580797,affected_open,unassigned,unassigned
12580935,affected_open,unassigned,unassigned
12580943,affected_open,unassigned,unassigned
12581237,affected_open,unassigned,unassigned
12581296,affected_open,unassigned,unassigned
12581337,affected_open,unassigned,unassigned
12581465,affected_open,unassigned,unassigned
12581676,affected_open,unassigned,unassigned
12581725,affected_open,unassigned,unassigned
12581892,affected_open,unassigned,unassigned
12582415,affected_open,unassigned,unassigned
12582665,affected_open,unassigned,unassigned
12583320,affected_open,unassigned,unassigned
12583426,affected_open,unassigned,unassigned
12583795,affected_open,unassigned,unassigned
12583975,affected_open,unassigned,unassigned
12584273,affected_open,unassigned,unassigned
12584312,affected_open,unassigned,unassigned
12584625,affected_open,unassigned,unassigned
12584768,affected_open,unassigned,unassigned
12585746,affected_open,unassigned,unassigned
12586329,affected_open,unassigned,unassigned
12587073,affected_open,unassigned,unassigned
12587134,affected_open,unassigned,unassigned
12587264,affected_open,unassigned,unassigned
12587715,affected_open,unassigned,unassigned
12588514,affected_open,unassigned,unassigned
12589475,affected_open,unassigned,unassigned
12590531,affected_open,unassigned,unassigned
12590697,affected_open,unassigned,unassigned
12590977,affected_open,unassigned,unassigned
12592613,affected_open,unassigned,unassigned
12593142,affected_open,unassigned,unassigned
12593186,affected_open,unassigned,unassigned
12593229,affected_open,unassigned,unassigned
12593310,affected_open,unassigned,unassigned
12593325,affected_open,unassigned,unassigned
12593335,affected_open,unassigned,unassigned
12593340,affected_open,unassigned,unassigned
12593363,affected_open,unassigned,unassigned
12593405,affected_open,unassigned,unassigned
12593410,affected_open,unassigned,unassigned
12593476,affected_open,unassigned,unassigned
12593517,affected_open,unassigned,unassigned
12593599,affected_open,unassigned,unassigned
12593731,affected_open,unassigned,unassigned
12593772,affected_open,unassigned,unassigned
12593888,affected_open,unassigned,unassigned
12593897,affected_open,unassigned,unassigned
12594185,affected_open,unassigned,unassigned
12594233,affected_open,unassigned,unassigned
12594268,affected_open,unassigned,unassigned
12594353,affected_open,unassigned,unassigned
12594402,affected_open,unassigned,unassigned
12594555,affected_open,unassigned,unassigned
12594556,affected_open,unassigned,unassigned
12594564,affected_open,unassigned,unassigned
12594756,affected_open,unassigned,unassigned
12594790,affected_open,unassigned,unassigned
12594888,affected_open,unassigned,unassigned
12595044,affected_open,unassigned,unassigned
12595774,affected_open,unassigned,unassigned
12595873,affected_open,unassigned,unassigned
12596510,affected_open,unassigned,unassigned
12596637,affected_open,unassigned,unassigned
12597030,affected_open,unassigned,unassigned
12597073,affected_open,unassigned,unassigned
12597525,affected_open,unassigned,unassigned
12597757,affected_open,unassigned,unassigned
12597777,affected_open,unassigned,unassigned
12597793,affected_open,unassigned,unassigned
12597880,affected_open,unassigned,unassigned
12597909,affected_open,unassigned,unassigned
12597927,affected_open,unassigned,unassigned
12597929,affected_open,unassigned,unassigned
12597993,affected_open,unassigned,unassigned
12597997,affected_open,unassigned,unassigned
12598001,affected_open,unassigned,unassigned
12598064,affected_open,unassigned,unassigned
12598071,affected_open,unassigned,unassigned
12598114,affected_open,unassigned,unassigned
12598139,affected_open,unassigned,unassigned
12598203,affected_open,unassigned,unassigned
12598277,affected_open,unassigned,unassigned
12598442,affected_open,unassigned,unassigned
12598523,affected_open,unassigned,unassigned
12598537,affected_open,unassigned,unassigned
12598620,affected_open,unassigned,unassigned
12598740,affected_open,unassigned,unassigned
12598837,affected_open,unassigned,unassigned
12598877,affected_open,unassigned,unassigned
12598900,affected_open,unassigned,unassigned
12598977,affected_open,unassigned,unassigned
12598984,affected_open,unassigned,unassigned
12599298,affected_open,unassigned,unassigned
12599371,affected_open,unassigned,unassigned
